filename,custom404,login,homepage,oldlooking,evaluation
9191998991919989.da2a79a440f2c3afe57237a738d2cd64.png,FALSE,FALSE,FALSE,FALSE,FALSE
aa00000000000010.14bc3af85dfe855c0ac1975309743ce9.png,FALSE,FALSE,FALSE,FALSE,TRUE
b4b4b4f4f4f4f4f0.eecf39a6378019addbf381390098587d.png,FALSE,FALSE,FALSE,FALSE,FALSE
http-10086.cndoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
c000000000000000.6f4fddfc45b097ced68a4ffeefdf1b2e.png,FALSE,FALSE,FALSE,FALSE,TRUE
c4c4c0c0c0f0f0f0.87e2d719bd38b70c9a5b703199aec9d7.png,FALSE,FALSE,FALSE,FALSE,FALSE
http-100daysofrealfood.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
ffffffefefffffff.fa9bee79141d1744e094be5b147c908f.png,FALSE,FALSE,FALSE,FALSE,FALSE
fffffffffffffffc.a6507b646bc462d8fde3e5cf36c45681.png,FALSE,FALSE,FALSE,FALSE,FALSE
http-007.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-00708.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-100sp.rudoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,TRUE
http-100sp.rulogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-007james.com.png,FALSE,FALSE,TRUE,TRUE,FALSE
http-007sn.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-007soccerpicks.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-101.rulogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-0082tv.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-01share.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-02022222222.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-021lh.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-022china.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-025ct.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0311.com.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0513.org.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10800.com.png,FALSE,TRUE,TRUE,FALSE,TRUE
http-0516zc.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-108cun.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-05175.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10best.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-0574bbs.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0575ls.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0577hr.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-05927.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-10ejemplos.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-059455.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-10fastfingers.comlogin.png,FALSE,TRUE,FALSE,FALSE,TRUE
http-0596lh.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10khits.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-05sun.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-060.es.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10minutemail.netdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-10pm.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-0618.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-0634.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10times.comlogin.png,FALSE,TRUE,FALSE,FALSE,TRUE
http-0668.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-06climate.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-07073.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-110.com.png,FALSE,TRUE,TRUE,FALSE,FALSE
http-0726.biz.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1111.com.twdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,TRUE
http-0731fdc.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0731jiaju.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0731tg.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0752qc.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0755bdqn.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-114junshi.com.png,FALSE,TRUE,TRUE,FALSE,FALSE
http-0756tong.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0769pf.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-0791.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0791quanquan.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-07net01.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0971fc.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0dt.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0eb.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-0pk.ru.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1000.tv.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-10000link.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10000recipe.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10000startups.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10000yao.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1234567.com.cndoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-1000dosok.ru.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1000giribest.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1000onlinemoney.ru.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-123articleonline.com.png,FALSE,TRUE,TRUE,TRUE,FALSE
http-1000rolikov.ru.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1000toprecipes.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-123contactform.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,TRUE
http-100189.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1001cupomdedescontos.com.br.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123freevectors.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-1001freedownloads.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123haitao.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-1001freefonts.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1001golos.ru.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1001tracklists.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10044.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-100bucksbabes.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-100daysofrealfood.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-100e.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-100msh.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-100partnerprogramme.de.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-100sp.ru.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-100tb.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-100zp.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-101.com.tw.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1010jiajiao.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1010jz.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-101domain.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1300k.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-1337x.tologin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-101rad.pl.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-101vn.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-102tv.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-13newsnow.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,TRUE
http-103.by.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-141jav.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-104.com.tw.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-148apps.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-108cun.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-109cinemas.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10brandchina.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10directory.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-15min.ltdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-10dollarmall.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10ejemplos.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10fastfingers.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10khits.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-160.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-160by2.com.png,FALSE,TRUE,TRUE,FALSE,FALSE
http-10man-doc.co.jp.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10minutemail.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1616bbs.com.png,FALSE,TRUE,TRUE,FALSE,FALSE
http-10stardirectory.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10times.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-10tr.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10yan.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-10youhui.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1688.com.aulogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-1688.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-1111.com.tw.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-11185.cn.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-111cn.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-16lao.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-112.ua.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-11315.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-114.com.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1177.se.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-118100.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1188.lv.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-119tx.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-11freunde.de.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-11st.co.kr.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-17jita.com.png,FALSE,TRUE,TRUE,FALSE,FALSE
http-11street.my.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-11teamsports.de.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-120sports.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-17xie.com.png,FALSE,TRUE,TRUE,FALSE,FALSE
http-120top.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-121down.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-121ware.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-12321.cn.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-180graus.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-123365-sb.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1234wu.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-12365auto.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-18888.com.png,FALSE,TRUE,TRUE,FALSE,TRUE
http-12371.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1888pressrelease.comlogin.png,FALSE,TRUE,TRUE,FALSE,FALSE
http-123bee.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123contactform.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123coolgames.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123doc.org.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123greetingsquotes.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123i.com.br.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-123newyear.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123pneus.fr.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123recht.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123-reg.co.uk.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-123rf.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1aauto.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-123stitch.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1and1.co.uklogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-1and1.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,TRUE
http-1and1.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-1and1.eslogin.png,FALSE,TRUE,FALSE,FALSE,TRUE
http-1and1.mxlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-1cak.comlogin.png,FALSE,TRUE,FALSE,FALSE,TRUE
http-1car.irlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-123teachme.com.png,FALSE,FALSE,TRUE,TRUE,TRUE
http-123tvonline.com.png,FALSE,FALSE,TRUE,TRUE,FALSE
http-1in.amlogin.png,FALSE,TRUE,FALSE,FALSE,TRUE
http-123u.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-126disk.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-128uu.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-12gebrauchtwagen.de.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1lejend.com.png,FALSE,TRUE,TRUE,FALSE,FALSE
http-1mg.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-12manage.com.png,FALSE,FALSE,TRUE,TRUE,FALSE
http-12news.uz.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1300k.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-135editor.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-138mrw.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-139cai.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1400.com.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1tv.rudoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-1und1.dedoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,TRUE
http-1und1.delogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-147.cn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-15000jobs.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1518.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-15five.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-15hr.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-2016-god.comlogin.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-15minutenews.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-15s.vn.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-15tianqi.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-160.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-2144.com.png,FALSE,TRUE,TRUE,FALSE,FALSE
http-1616.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-16163.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1626.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1626buy.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-16396.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-163k.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-16838.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1688e.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-168tea.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-16lao.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-16p.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-16personalities.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-16sucai.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-16valvulas.com.ar.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-178.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-178hui.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-17caifu.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-17game.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-17house.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-17k.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-17ok.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-17sucai.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-17you.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-17yy.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-17zuoye.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-2-3.bizdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-1800petmeds.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1822direkt.de.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-2345.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-183read.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1881.no.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1888pressrelease.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-188-sb.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-18p2p.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-24-7pressrelease.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-1905.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-192.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-24au.rulogin.png,FALSE,TRUE,FALSE,FALSE,TRUE
http-19216811.info.png,FALSE,FALSE,TRUE,TRUE,TRUE
http-24hourfitness.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-19216811.mobi.png,FALSE,FALSE,TRUE,TRUE,TRUE
http-192abc.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-194964.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1977.cm.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-198game.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-199001.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1abzar.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-24tv.ualogin.png,FALSE,TRUE,FALSE,FALSE,TRUE
http-1freehosting.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-1geki.jp.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1jiajie.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-258.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-1jux.net.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-263xmail.com.png,FALSE,TRUE,FALSE,FALSE,FALSE
http-1kando.com.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-26595.com.png,FALSE,TRUE,TRUE,FALSE,FALSE
http-1keydata.com.png,FALSE,FALSE,TRUE,TRUE,FALSE
http-265g.comdoesnotexist12431231231.png,TRUE,FALSE,FALSE,FALSE,FALSE
http-1p1g.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1password.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1pezeshk.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1september.ru.png,FALSE,FALSE,TRUE,FALSE,TRUE
http-1shoppingcart.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-1spbo.com.png,FALSE,FALSE,TRUE,FALSE,FALSE
http-28car.com.png,FALSE,TRUE,TRUE,FALSE,FALSE
